Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Quadro Partido/Cargo
UF (PB) - Partido (TODOS) - Cargo (TODOS)
29/03/2009 - 00:33:24  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

UF,Município,Partido,Cargo,(E) Total de Eleitos,Votos de Legenda,Votos Nominais,(VT)Total de Votos,(VC) Votos Válidos,% (VT/VC)
"PB","JOAO PESSOA","PAN","Prefeito","0","0","0","0","334.594","0.000",
"PB","JUAREZ TAVORA","PAN","Prefeito","0","0","0","0","4.693","0.000",
"PB","JUAZEIRINHO","PAN","Prefeito","0","0","0","0","8.650","0.000",
"PB","JUNCO DO SERIDO","PAN","Prefeito","0","0","0","0","3.846","0.000",
"PB","JURIPIRANGA","PAN","Prefeito","0","0","0","0","5.867","0.000",
"PB","JURU","PAN","Prefeito","0","0","0","0","5.518","0.000",
"PB","LAGOA","PAN","Prefeito","0","0","0","0","3.201","0.000",
"PB","LAGOA DE DENTRO","PAN","Prefeito","0","0","0","0","4.620","0.000",
"PB","LAGOA SECA","PAN","Prefeito","0","0","0","0","13.391","0.000",
"PB","BARAUNA","PAN","Prefeito","0","0","0","0","2.265","0.000",
"PB","SANTA CECILIA DE UMBUZEIRO","PAN","Vereador","0","0","0","0","4.219","0.000",
"PB","SANTANA DOS GARROTES","PAN","Vereador","0","0","0","0","4.939","0.000",
"PB","SAO FRANCISCO","PAN","Vereador","0","0","0","0","2.774","0.000",
"PB","SAO JOSE DE ESPINHARAS","PAN","Vereador","0","0","0","0","3.376","0.000",
"PB","SAO MAMEDE","PAN","Vereador","0","0","0","0","5.413","0.000",
"PB","SAPE","PAN","Vereador","0","0","0","0","25.768","0.000",
"PB","SERRA REDONDA","PAN","Vereador","0","0","0","0","4.459","0.000",
"PB","SOSSEGO","PAN","Vereador","0","0","0","0","2.018","0.000",
"PB","TAVARES","PAN","Vereador","0","0","0","0","6.864","0.000",
"PB","UMBUZEIRO","PAN","Vereador","0","0","0","0","5.390","0.000",
"PB","LASTRO","PAN","Vereador","0","0","0","0","2.545","0.000",
"PB","LIVRAMENTO","PAN","Vereador","0","0","0","0","4.167","0.000",
"PB","LOGRADOURO","PAN","Vereador","0","0","0","0","2.243","0.000",
