Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (ACRE) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:07:16  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","AC","SENA MADUREIRA","PL","22222","HERMANO COSTA FILHO","724","Eleito","4.971","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PT","13555","JACO CAVALCANTE FERREIRA","39","Suplente","0.268","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PFL","25123","JAIR ALVES","581","Eleito","3.989","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PT","13666","JAIRA AZEVEDO DE FARIAS","63","Suplente","0.433","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PMN","33222","JAIRO CASSIANO BARBOSA","465","Eleito por Média","3.193","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PFL","25888","JOÃO JOSÉ BISPO DA COSTA","675","Eleito","4.634","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PFL","25789","JOSANDRO BARBOZA CAVALCANTE","565","Suplente","3.879","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PSDC","27888","JOSE ALMEIDA DE SOUZA","35","Não eleito","0.240","PSDC / PV / PC do B",
"Vereador","AC","SENA MADUREIRA","PT","13444","JOSE AUGUSTO DA SILVA","67","Suplente","0.460","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PL","22777","JOSÉ BADECO DO REGO","338","Suplente","2.321","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PSB","40222","JOSE DE SOUZA MARCIEL","93","Não eleito","0.639","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PFL","25222","JOSÉ HONÓRIO NETO","145","Suplente","0.996","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PP","11115","JOSÉ ODISVALDO LIMA TORRES","99","Não eleito","0.680","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PMN","33123","JOSE PEREIRA LIMA","62","Suplente","0.426","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PMDB","15555","LINDALVA BEZERRA MARTINS","190","Suplente","1.304","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PSB","40999","LUIZ GOELHO DO REGO","16","Não eleito","0.110","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PP","11888","LUIZ GONZAGA DE CARVALHO MEDERIOS","90","Não eleito","0.618","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PL","22555","MANOEL AUGUSTO DA COSTA","515","Eleito por Média","3.536","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PSB","40100","MANOEL DE  JESUS CAMPOS REGO","67","Não eleito","0.460","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PL","22111","MANOEL FERNANDES VIEIRA","319","Suplente","2.190","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PMDB","15123","MARCUS VINICIUS DO VALE ANUTE","556","Eleito","3.817","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PPS","23000","MARIA CILMA LIRA DE PAULA","42","Suplente","0.288","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PL","22444","MARIA DA GLORIA GONÇALVES VIANA","421","Eleito por Média","2.890","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PP","11999","MARIA JOSÉ MARTINS FREIRE","35","Não eleito","0.240","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PFL","25555","MARIA LOURDES SOUZA GREGÓRIO DE LIMA","385","Suplente","2.643","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PSDC","27555","MERANDOLINO OLIVEIRA DA SILVA","39","Não eleito","0.268","PSDC / PV / PC do B",
"Vereador","AC","SENA MADUREIRA","PT","13111","OSMARINO VIRGINIO DE MIRANDA","283","Suplente","1.943","PT / PMN",
"Vereador","AC","ASSIS BRASIL","PSB","40111","MARIA DE SALES FERREIRA","11","Suplente","0.354","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PPS","23223","MARIA ELIZABETH FERREIRA FILHA","74","Suplente","2.385","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PT","13678","WALDEMIR COSTA DOS SANTOS","36","Suplente","1.160","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PT","13601","ZAQUEU PEREIRA DE CARVALHO","162","Eleito","5.221","PT / PSB / PC do B",
"Vereador","AC","BRASILEIA","PSB","40333","ADOLFO PAULO TAVARES VIANA","79","Suplente","0.768","PMN / PSB",
"Vereador","AC","BRASILEIA","PMDB","15530","ALDO DE MOURA NASCIMENTO","11","Suplente","0.107","PMDB / PFL",
"Vereador","AC","BRASILEIA","PL","22666","ANISVALDO ARAÚJO DA SILVA","93","Suplente","0.904","PL / PPS",
"Vereador","AC","BRASILEIA","PT","13321","ANTONIO EDILSON RODRIGUES DOS SANTOS","138","Suplente","1.342","PT / PC do B",
"Vereador","AC","BRASILEIA","PT","13640","ANTONIO FRANCISCO ARAÚJO DO NASCIMENTO","269","Suplente","2.615","PT / PC do B",
"Vereador","AC","BRASILEIA","PTB","14000","ANTONIO MAURIZAN RIBEIRO MAIA","21","Não eleito","0.204","PTB / PSDB",
"Vereador","AC","BRASILEIA","PTB","14132","ANTONIO NASCIMENTO CARNEIRO","25","Não eleito","0.243","PTB / PSDB",
"Vereador","AC","BRASILEIA","PT","13789","ANTONIO SOARES LOPES","76","Suplente","0.739","PT / PC do B",
"Vereador","AC","BRASILEIA","PL","22777","AURISÉRGIO MARQUES DE ARAÚJO DE OLIVEIRA","112","Suplente","1.089","PL / PPS",
"Vereador","AC","BRASILEIA","PSB","40444","CARLOS ARMANDO DE SOUZA ALVES","232","Suplente","2.256","PMN / PSB",
"Vereador","AC","BRASILEIA","PMDB","15939","CARLOS FRANCISCO AUGUSTO GADELHA","0","Suplente","0.000","PMDB / PFL",
"Vereador","AC","BRASILEIA","PMDB","15602","CARLOS HENRIQUE SIQUEIRA DE OLIVEIRA","26","Suplente","0.253","PMDB / PFL",
"Vereador","AC","BRASILEIA","PFL","25888","CAROLINA LOPES DOS SANTOS","41","Suplente","0.399","PMDB / PFL",
"Vereador","AC","BRASILEIA","PT","13456","CLAUDEMIR BATISTA CAVALCANTE","265","Suplente","2.577","PT / PC do B",
"Vereador","AC","BRASILEIA","PFL","25555","CLICIA FONTINELE DA SILVA","29","Suplente","0.282","PMDB / PFL",
"Vereador","AC","BRASILEIA","PMDB","15515","DANIEL FERREIRA VIANA","32","Suplente","0.311","PMDB / PFL",
"Vereador","AC","BRASILEIA","PT","13222","EDUARDO SILVA DE OLIVEIRA","215","Suplente","2.090","PT / PC do B",
"Vereador","AC","BRASILEIA","PT","13630","ERIZETE LIMA DE MORAES","281","Suplente","2.732","PT / PC do B",
"Vereador","AC","BRASILEIA","PT","13111","EVERALDO GOMES PEREIRA DA SILVA","302","Eleito por Média","2.936","PT / PC do B",
"Vereador","AC","BRASILEIA","PSDB","45111","EVILASIO SOARES DA COSTA","30","Não eleito","0.292","PTB / PSDB",
"Vereador","AC","BRASILEIA","PT","13680","FRANCISCO ALVES PEREIRA","153","Suplente","1.488","PT / PC do B",
"Vereador","AC","BRASILEIA","PMN","33620","FRANCISCO ARAÚJO RIBEIRO","60","Suplente","0.583","PMN / PSB",
"Vereador","AC","BRASILEIA","PSDB","45678","FRANCISCO DAS CHAGAS DA SILVA LIMA","41","Não eleito","0.399","PTB / PSDB",
"Vereador","AC","BRASILEIA","PMDB","15151","FRANCISCO DINO GADELHA NETO","212","Suplente","2.061","PMDB / PFL",
"Vereador","AC","BRASILEIA","PT","13670","FRANCISCO EDUARDO MENEZES DE QUEIROZ","305","Eleito","2.965","PT / PC do B",
"Vereador","AC","BRASILEIA","PL","22222","FRANCISCO JOSEMAR DA SILVA","651","Eleito","6.330","PL / PPS",
"Vereador","AC","BRASILEIA","PL","22580","FRANCISCO LINS DA SILVA","51","Suplente","0.496","PL / PPS",
"Vereador","AC","BRASILEIA","PSDB","45615","GERSON BARROSO DOS SANTOS","34","Não eleito","0.331","PTB / PSDB",
"Vereador","AC","BRASILEIA","PT","13450","IVANIR CAVALCANTE MEIRELES","15","Suplente","0.146","PT / PC do B",
"Vereador","AC","BRASILEIA","PTB","14111","IVO FERREIRA DA SILVA","49","Não eleito","0.476","PTB / PSDB",
"Vereador","AC","ACRELANDIA","PC do B","65123","SEBASTIÃO MIGUEL DE BRITO","86","Suplente","1.557","PMN / PSB / PV / PC do B",
"Vereador","AC","ACRELANDIA","PMN","33333","SEBASTIÃO RITA DE CARVALHO","250","Eleito","4.527","PMN / PSB / PV / PC do B",
"Vereador","AC","ACRELANDIA","PC do B","65000","SOLANGE DE AMORIM SOUZA","51","Suplente","0.924","PMN / PSB / PV / PC do B",
"Vereador","AC","ACRELANDIA","PMDB","15555","UILHIAN BELMONT ALVES","196","Eleito por Média","3.549","PP / PMDB / PPS / PFL",
"Vereador","AC","ACRELANDIA","PT","13013","VANILTON MORAIS DE OLIVEIRA","44","Suplente","0.797","(sem coligação)",
"Vereador","AC","ASSIS BRASIL","PL","22000","AGRINALDO RODRIGUES MOTA","18","Suplente","0.580","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PFL","25123","ALEXANDRE ARAÚJO DE ALMEIDA","91","Suplente","2.933","PMDB / PL / PPS / PFL",
