Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (SANTA CATARINA) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:03:29  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","SC","BLUMENAU","PSL","17123","JOÃO FRANCISCO BELTRAME","2,345","Suplente","1.421","PP / PSL",
"Vereador","SC","BLUMENAU","PP","11470","JOÃO JOSÉ MARÇAL","3,469","Eleito","2.102","PP / PSL",
"Vereador","SC","BLUMENAU","PDT","12450","JOÃO LUCIANO PISA","706","Suplente","0.428","PDT / PMN",
"Vereador","SC","BLUMENAU","PC do B","65456","JOEL BERNARDES","1,197","Não eleito","0.725","PTB / PSB / PRONA / PC do B",
"Vereador","SC","BRUSQUE","PL","22111","MARCIA ADRIANA DE MORAIS","228","Não eleito","0.426","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PFL","25233","MARCILENE TORMENA DALBOSCO","71","Suplente","0.133","PFL / PRTB",
"Vereador","SC","BRUSQUE","PSL","17777","MARCOS BERNHARDT","1,891","Eleito","3.530","PSL / PV",
"Vereador","SC","BRUSQUE","PMN","33000","MARIA DE LOURDES BEUTING","48","Suplente","0.090","PDT / PMN",
"Vereador","SC","BRUSQUE","PSB","40100","MARINO EZECHIEL DE ARAUJO","79","Não eleito","0.147","PPS / PSB / PRP / PHS",
"Vereador","SC","BRUSQUE","PPS","23456","MARISE HOEPPERS RUIZ","148","Não eleito","0.276","PPS / PSB / PRP / PHS",
"Vereador","SC","BRUSQUE","PT","13604","MARLI LEANDRO","427","Não eleito","0.797","(sem coligação)",
"Vereador","SC","BRUSQUE","PL","22222","MAX BUTZKE","362","Não eleito","0.676","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PT","13130","MILENY TRUPPEL MERICO","326","Não eleito","0.609","(sem coligação)",
"Vereador","SC","BRUSQUE","PPS","23000","MILTO ALTEVIR GARCIA","170","Não eleito","0.317","PPS / PSB / PRP / PHS",
"Vereador","SC","BRUSQUE","PT","13045","MOACIR PEREIRA","69","Não eleito","0.129","(sem coligação)",
"Vereador","SC","BRUSQUE","PSL","17007","NERI MERLO","69","Suplente","0.129","PSL / PV",
"Vereador","SC","BRUSQUE","PSL","17250","NERILDO VANZUITA FILHO","47","Suplente","0.088","PSL / PV",
"Vereador","SC","BRUSQUE","PSL","17630","NILDO RAISER","973","Eleito por Média","1.817","PSL / PV",
"Vereador","SC","BRUSQUE","PMDB","15555","NORMA MORSCH DUARTE","127","Não eleito","0.237","(sem coligação)",
"Vereador","SC","BRUSQUE","PDT","12345","OSMAR BOOS","1,346","Suplente","2.513","PDT / PMN",
"Vereador","SC","BRUSQUE","PP","11456","OSMAR RISTOW","751","Não eleito","1.402","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PL","22555","OSMARINO LOPES","87","Não eleito","0.162","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PFL","25655","PAULINA COELHO HARLE","1,565","Eleito por Média","2.922","PFL / PRTB",
"Vereador","SC","BRUSQUE","PFL","25555","PAULO CESAR PORTALETE","717","Suplente","1.339","PFL / PRTB",
"Vereador","SC","BRUSQUE","PSDB","45100","PEDRO FELIPE LIBARDO","107","Não eleito","0.200","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PDT","12522","PEDRO ROSLINDO","202","Suplente","0.377","PDT / PMN",
"Vereador","SC","BRUSQUE","PT","13000","PROTASIO CAVILHA JUNIOR","65","Não eleito","0.121","(sem coligação)",
