Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (RIO GRANDE DO NORTE) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:01:09  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","RN","CAICO","PC do B","65123","FRANCISCA JANE MARIZ BATISTA","289","Suplente","0.832","PT / PC do B",
"Vereador","RN","CAICO","PT","13123","GILBERTO COSTA DE ARAÚJO","915","Suplente","2.633","PT / PC do B",
"Vereador","RN","CAICO","PT","13113","GILVAN COSTA DE AZEVEDO","131","Suplente","0.377","PT / PC do B",
"Vereador","RN","CAICO","PL","22123","IVO ALVES DOS SANTOS","669","Suplente","1.925","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PP","11222","JAMES CARDOSO DOS SANTOS","365","Não eleito","1.050","PP / PHS / PV / PSDB",
"Vereador","RN","CAICO","PHS","31444","JIDALFE MARTINS","65","Não eleito","0.187","PP / PHS / PV / PSDB",
"Vereador","RN","CAICO","PDT","12444","JOÃO EVANGELISTA BEZERRA","90","Suplente","0.259","PDT / PMDB",
"Vereador","RN","CAICO","PDT","12683","JONNY ARAUJO DA COSTA","0","Suplente","0.000","PDT / PMDB",
"Vereador","RN","CAICO","PL","22555","JOSE ESTEVAM DO REGO NETO","824","Suplente","2.371","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PL","22222","JOSE MARIA DE QUEIROZ","1,856","Eleito","5.341","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PP","11111","JOSÉ OVÍDIO DA SILVA","72","Não eleito","0.207","PP / PHS / PV / PSDB",
"Vereador","RN","CAICO","PHS","31000","JOSÉ ROBERTO FERNANDES DE ARAÚJO","0","Não eleito","0.000","PP / PHS / PV / PSDB",
"Vereador","RN","CAICO","PDT","12345","JOSÉ TEIXEIRA FILHO","1,650","Eleito por Média","4.748","PDT / PMDB",
"Vereador","RN","CAICO","PPS","23333","JOSIAS MIGUEL FILHO","908","Suplente","2.613","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PDT","12222","JULIO GREGÓRIO DE AZEVEDO","1,228","Suplente","3.534","PDT / PMDB",
"Vereador","RN","CAICO","PP","11555","LEODINITA MARIA DA CONCEIÇÃO","3","Não eleito","0.009","PP / PHS / PV / PSDB",
"Vereador","RN","CAICO","PC do B","65777","LUIZ DE FRANÇA SOBRINHO","174","Suplente","0.501","PT / PC do B",
"Vereador","RN","CAICO","PDT","12555","MARCILIO MEDEIROS DE ARAUJO","159","Suplente","0.458","PDT / PMDB",
"Vereador","RN","CAICO","PFL","25555","MARIA DAS GRACAS ALVES TEIXEIRA","480","Suplente","1.381","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PL","22999","MARIA DAS GRACAS VIEIRA FIGUEIREDO","24","Suplente","0.069","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PMDB","15888","MARIA GIZELDA DE MEDEIROS","229","Suplente","0.659","PDT / PMDB",
"Vereador","RN","CAICO","PC do B","65618","MARIA ROSA DE SOUZA","77","Suplente","0.222","PT / PC do B",
"Vereador","RN","CAICO","PMDB","15666","MARIO BEZERRA DE MELO","79","Suplente","0.227","PDT / PMDB",
"Vereador","RN","CAICO","PL","22666","NILDSON MEDEIROS DANTAS","2,080","Eleito","5.986","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PTB","14400","NILSON DIAS DE ARAUJO","1,281","Suplente","3.686","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CURRAIS NOVOS","PV","43123","DJALMA FÉLIX DA SILVA","137","Suplente","0.552","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PL","22122","DJANISE FAUSTINO GOMES DE ASSIS","29","Suplente","0.117","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PL","22555","EDSON FREIRE DANTAS","29","Suplente","0.117","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PFL","25147","EVALDO NOGUEIRA DA SILVA","402","Suplente","1.621","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PMDB","15222","FRANCIÉLIO BEZERRA MEDEIROS","150","Suplente","0.605","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PV","43456","FRANCIÉLIO DÊNIO LOPES DA SILVA","104","Suplente","0.419","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PL","22000","FRANCISCO ALBERTO DO NASCIMENTO","101","Suplente","0.407","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PSDB","45698","FRANCISCO DAS CHAGAS MEDEIROS","355","Suplente","1.432","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PT","13013","FRANCISCO DAS CHAGAS SILVA","30","Suplente","0.121","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PSDB","45123","FRANCISCO DE ASSIS DE MEDEIROS","63","Suplente","0.254","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PDT","12444","FRANCISCO DE ASSIS TARGINO","176","Suplente","0.710","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PC do B","65222","FRANCISCO DE LIMA SILVA","113","Suplente","0.456","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PL","22333","FRANCISCO FÉLIX DOS SANTOS","214","Suplente","0.863","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PC do B","65123","FRANCISCO MOACIR SOARES","220","Suplente","0.887","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PDT","12345","FRANCISCO MOREIRA DANTAS","650","Suplente","2.621","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PFL","25456","FRANCISCO PEREIRA DA SILVA","91","Suplente","0.367","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PTB","14222","FRANCISCO RICARDO BEZERRA DE MEDEIROS","264","Suplente","1.065","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PTB","14789","GENIVAL FELIX DA SILVA","523","Suplente","2.109","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PSB","40000","GILBERTO EUGÊNIO BARROS LINS","947","Eleito","3.819","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PMDB","15123","HÉLIO PAULINO DO NASCIMENTO","461","Eleito","1.859","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PMDB","15333","HÉLIO PINHEIRO GALVÃO","222","Suplente","0.895","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PSB","40111","HERBENIA LÚCIA MATOS NOGUEIRA","93","Suplente","0.375","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PV","43222","INÁCIO ARAÚJO","173","Suplente","0.698","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PTB","14666","IRANILZA DE FATIMA DA SILVA","89","Suplente","0.359","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PDT","12123","IVAN CANDIDO DE MACEDO","130","Suplente","0.524","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PDT","12222","IVAN MEDEIROS","281","Suplente","1.133","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PFL","25277","IVANILDO SALES DE AZEVEDO","161","Suplente","0.649","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PDT","12369","IVONALDO TRAJANO DE MEDEIROS","1,040","Eleito","4.194","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PFL","25555","JOÃO JOSÉ DA SILVA NETO","1,098","Eleito","4.428","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PTB","14111","JOÃO MOREIRA DE ARAÚJO","363","Suplente","1.464","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PSB","40852","JOSÉ ANSELMO DE SOUZA","715","Suplente","2.883","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PDT","12333","JOSÉ DE ARIMATEA DE OLIVEIRA","479","Suplente","1.932","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PTB","14555","JOSÉ ERIVALDO DE MEDEIROS","288","Suplente","1.161","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PSB","40100","JOSÉ GETÚLIO DE MOURA","138","Suplente","0.556","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PL","22123","JOSÉ GILVAN HENRIQUE","266","Suplente","1.073","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PSDB","45999","JOSÉ IVANILSON DE LIMA","234","Suplente","0.944","PTB / PSDB",
"Vereador","RN","ARES","PT","13301","JOÃO CARLOS ALVES","8","Não eleito","0.097","(sem coligação)",
"Vereador","RN","ARES","PSB","40456","JOÃO CHACON FILHO","425","Eleito","5.167","PSB / PL / PSDB",
"Vereador","RN","ARES","PSB","40888","JOÃO ELIAS DE MATOS NETO","536","Eleito","6.517","PSB / PL / PSDB",
"Vereador","RN","ARES","PT","13000","JOAQUIM BEZERRA CAVALCANTE NETO","43","Não eleito","0.523","(sem coligação)",
"Vereador","RN","ARES","PSB","40222","JONE CHACON DO NASCIMENTO","542","Eleito","6.590","PSB / PL / PSDB",
"Vereador","RN","ARES","PT","13123","JOSÉ AUGUSTO DA SILVA","33","Não eleito","0.401","(sem coligação)",
"Vereador","RN","ARES","PFL","25222","JOSE FRANCISCO MARTINS DE LIMA","132","Suplente","1.605","(sem coligação)",
"Vereador","RN","ARES","PFL","25555","JOSE PEDRO DA SILVA FILHO","212","Eleito por Média","2.578","(sem coligação)",
"Vereador","RN","ARES","PDT","12345","JUSCELINO VIANA DA SILVA","192","Não eleito","2.334","(sem coligação)",
"Vereador","RN","ARES","PT","13013","LUCIANO INACIO DA SILVA","81","Não eleito","0.985","(sem coligação)",
"Vereador","RN","ARES","PSB","40623","LUDUVICO PESSOA DE SOUZA","443","Eleito","5.386","PSB / PL / PSDB",
"Vereador","RN","ARES","PFL","25120","LUIZ ANTONIO DE AGUIAR FILHO","78","Suplente","0.948","(sem coligação)",
"Vereador","RN","ARES","PDT","12444","MANOEL FRANCISCO DA SILVA","17","Não eleito","0.207","(sem coligação)",
"Vereador","RN","ARES","PFL","25111","MANOEL GOMES PEGADO","131","Suplente","1.593","(sem coligação)",
"Vereador","RN","ARES","PDT","12111","MANOEL JOSÉ DA PAZ","19","Não eleito","0.231","(sem coligação)",
"Vereador","RN","ARES","PSB","40155","MARIA ALICE CHACON","84","Suplente","1.021","PSB / PL / PSDB",
"Vereador","RN","ARES","PSB","40650","MARIA DA CONCEIÇÃO ASSIS RIBEIRO","307","Suplente","3.733","PSB / PL / PSDB",
"Vereador","RN","ARES","PSB","40147","MARIA DA PIEDADE CHACON","85","Suplente","1.033","PSB / PL / PSDB",
"Vereador","RN","ARES","PSB","40789","MARIA DAS DORES DE OLIVEIRA","91","Suplente","1.106","PSB / PL / PSDB",
"Vereador","RN","ARES","PSB","40680","MARLUCE AIRES DA SILVA","457","Eleito","5.556","PSB / PL / PSDB",
"Vereador","RN","ARES","PDT","12333","NILO FERREIRA DA SILVA","22","Não eleito","0.267","(sem coligação)",
"Vereador","RN","ARES","PDT","12181","ROSALVO DA SILVA GALVÃO","36","Não eleito","0.438","(sem coligação)",
"Vereador","RN","ARES","PFL","25000","SEVERINO PEREIRA DA SILVA","122","Suplente","1.483","(sem coligação)",
"Vereador","RN","ARES","PDT","12222","VANILSON GUEDES DA SILVA","108","Não eleito","1.313","(sem coligação)",
"Vereador","RN","ARES","PSB","40369","VERA LUCIA DA SILVA","101","Suplente","1.228","PSB / PL / PSDB",
"Vereador","RN","ARES","PSB","40258","WALTER CUNHA GALVÃO","131","Suplente","1.593","PSB / PL / PSDB",
"Vereador","RN","ASSU","PHS","31369","ALCIVAN BATISTA DE OLIVIERA","143","Suplente","0.491","PFL / PAN / PHS",
"Vereador","RN","ASSU","PT","13123","ALDO CARDOSO DE LIMA","91","Não eleito","0.313","(sem coligação)",
"Vereador","RN","ASSU","PSB","40369","ANA MARIA SILVA","735","Suplente","2.524","PTB / PSB / PV",
"Vereador","RN","ASSU","PFL","25800","ANDIERE ROSENDO DANTAS","337","Suplente","1.157","PFL / PAN / PHS",
"Vereador","RN","ASSU","PC do B","65367","ANTÔNIO ALVES MOURA","7","Não eleito","0.024","PTN / PTC / PC do B",
"Vereador","RN","ASSU","PSDB","45678","ANTONIO CARLOS DANTAS SILVA","1,133","Eleito","3.891","PP / PMDB / PSDB",
"Vereador","RN","ASSU","PP","11600","AURICEIA ANTUNES DE LIMA","12","Suplente","0.041","PP / PMDB / PSDB",
"Vereador","RN","CAICO","PSB","40123","NILTON TEIXEIRA DE ARAUJO","531","Suplente","1.528","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PL","22111","PAULO ROQUE DOS SANTOS","1,753","Eleito","5.045","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PV","43111","RAIMUNDO ARAÚJO DA SILVA","312","Não eleito","0.898","PP / PHS / PV / PSDB",
"Vereador","RN","CAICO","PMDB","15222","RAIMUNDO INÁCIO FILHO","1,707","Eleito","4.912","PDT / PMDB",
"Vereador","RN","CAICO","PT","13135","RUZIANO SOARES ALVES","247","Suplente","0.711","PT / PC do B",
"Vereador","RN","CAICO","PSB","40999","SANDOVAL DA SILVA","1,445","Suplente","4.158","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PDT","12666","SAULO EMANUEL FERREIRA","98","Suplente","0.282","PDT / PMDB",
"Vereador","RN","CAICO","PL","22333","VALDEMAR ARAUJO MEDEIROS","1,763","Eleito","5.074","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PSB","40456","VERONICA ALCANTARA DOS SANTOS","1,512","Eleito por Média","4.351","PL / PSB / PFL / PTB / PPS",
"Vereador","RN","CAICO","PMDB","15555","VICENTE ALVES NETO","386","Suplente","1.111","PDT / PMDB",
"Vereador","RN","CAMPO GRANDE","PPS","23111","ADMILSON FERNANDES DE MELO JUNIOR","293","Eleito","4.462","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PPS","23888","ADRIANA ALVES FERNANDES BEZERRA","283","Eleito por Média","4.310","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PMDB","15222","ANTONIA ALCIDETE DA SILVA CIRIANE","306","Suplente","4.660","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PV","43333","ANTONIO ARNALDO BEZERRA TAVARES","465","Eleito","7.082","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PPS","23666","ANTONIO FERNANDES DE HOLANDA","326","Eleito","4.965","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PFL","25111","ANTONIO IVANHOE FERNANDES PIMENTA","195","Suplente","2.970","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PL","22123","ELIAS APOLONIO","29","Suplente","0.442","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PP","11111","FRANCIENE PEDRO FERNANDES PIMENTA","434","Eleito","6.610","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PT do B","70777","FRANCIMAR FERNANDES PIMENTA","176","Suplente","2.680","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PPS","23456","GERALDO POMPILIO ADERALDO","166","Suplente","2.528","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PPS","23222","GRIMALDO GONDIM DE OLIVEIRA","234","Suplente","3.564","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PT","13111","HILDEBRANDO NERES DA ROCHA","117","Suplente","1.782","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PMDB","15111","JACY CARLOS DE ALMEIDA","321","Suplente","4.889","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PSC","20222","JEAN CARLOS VIEIRA","502","Eleito","7.645","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PPS","23444","JOAO BOSCO BATISTA DOS SANTOS","47","Suplente","0.716","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PMDB","15555","JOÃO FERNANDES COSTA","424","Eleito","6.458","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PTB","14444","JOÃO MARIA LEAL DE SOUZA","278","Suplente","4.234","PMDB / PP / PT / PTB / PTN / PSC / PV / PC do B / PT do B",
"Vereador","RN","CAMPO GRANDE","PSB","40111","JOSE CLARO COSTA","95","Suplente","1.447","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
