Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (PIAUI) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 13:58:35  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","PI","BENEDITINOS","PFL","25111","LEODÓRIO ALVES PESSOA","33","Suplente","0.516","PSL / PFL / PSB",
"Vereador","PI","BENEDITINOS","PC do B","65555","LUCINETE COSTA DA SILVA","51","Não eleito","0.797","PT / PC do B",
"Vereador","PI","BENEDITINOS","PFL","25456","LUIS PEREIRA DA SILVA","34","Suplente","0.531","PSL / PFL / PSB",
"Vereador","PI","BENEDITINOS","PT","13444","LUISA ANGELINA DOS SANTOS","8","Não eleito","0.125","PT / PC do B",
"Vereador","PI","ANGICAL DO PIAUI","PT","13111","JOÃO FERREIRA DA SILVA","17","Não eleito","0.343","PT / PSC / PPS / PSDB",
"Vereador","PI","ANGICAL DO PIAUI","PSC","20000","JOÃO FRANCISCO RIBEIRO","25","Não eleito","0.505","PT / PSC / PPS / PSDB",
"Vereador","PI","ANGICAL DO PIAUI","PSL","17000","JOÃO PEDRO BARBOZA","203","Eleito por Média","4.101","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12344","JOAQUIM DE SOUSA NETO","182","Suplente","3.677","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PRTB","28000","JOAQUIM JOSÉ ALVES DE SOUSA NETO","112","Suplente","2.263","PP / PTB / PMDB / PTN / PCB / PFL / PRTB",
"Vereador","PI","ANGICAL DO PIAUI","PSDB","45678","JOSÉ DOS SANTOS SOARES","148","Não eleito","2.990","PT / PSC / PPS / PSDB",
"Vereador","PI","ANGICAL DO PIAUI","PTB","14789","JOSÉ SOBRINHO E SILVA","234","Eleito por Média","4.727","PP / PTB / PMDB / PTN / PCB / PFL / PRTB",
"Vereador","PI","ANGICAL DO PIAUI","PTN","19999","LUIS SOARES VIANA","200","Suplente","4.040","PP / PTB / PMDB / PTN / PCB / PFL / PRTB",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12300","MANOEL DA CRUZ COSTA","30","Suplente","0.606","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12333","MANOEL LUIZ SOARES","286","Eleito","5.778","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12123","MARGARIDA GOMES FERREIRA","24","Suplente","0.485","PDT / PSL / PL / PMN / PTC / PSB / PV",
